Year,Month,Monthly_Temperature_C,Monthly_Uncertainty_C,Annual_Temperature_C,Annual_Uncertainty_C,Five_Year_Temperature_C,Five_Year_Uncertainty_C,Ten_Year_Temperature_C,Ten_Year_Uncertainty_C,Twenty_Year_Temperature_C,Twenty_Year_Uncertainty_C
1901,9,22.329,0.453,21.572,0.163,21.325,0.137,21.398,0.114,21.266000000000002,0.121
1901,10,21.234,0.387,21.617,0.17,21.32,0.134,21.389,0.117,21.268,0.12
1901,11,22.831,0.492,21.586,0.165,21.336,0.132,21.379,0.119,21.272000000000002,0.12
1901,12,22.762,0.531,21.637,0.163,21.328,0.13,21.367,0.123,21.272000000000002,0.119
1902,1,21.655,0.697,21.723,0.156,21.345,0.13,21.362000000000002,0.124,21.276,0.117
1902,2,21.627,0.49,21.724,0.165,21.35,0.133,21.36,0.126,21.279,0.116
1902,3,21.443,0.409,21.65,0.174,21.333000000000002,0.137,21.358,0.125,21.279,0.114
1902,4,21.588,0.476,21.67,0.179,21.333000000000002,0.14,21.35,0.123,21.282,0.114
1902,5,21.546,0.403,21.575,0.187,21.331,0.141,21.354,0.123,21.286,0.114
1902,6,21.289,0.457,21.429000000000002,0.201,21.324,0.145,21.345,0.122,21.286,0.115
1902,7,21.285,0.405,21.423000000000002,0.211,21.330000000000002,0.141,21.34,0.121,21.287,0.115
1902,8,21.1,0.513,21.411,0.242,21.292,0.142,21.344,0.122,21.284,0.114
1902,9,21.437,0.448,21.422,0.254,21.296,0.143,21.343,0.122,21.287,0.114
1902,10,21.474,0.411,21.392,0.266,21.309,0.147,21.345,0.126,21.288,0.114
1902,11,21.687,0.656,21.356,0.251,21.327,0.144,21.329,0.129,21.286,0.111
1902,12,21.019000000000002,0.532,21.315,0.241,21.311,0.147,21.321,0.13,21.289,0.11
1903,1,21.580000000000002,0.533,21.276,0.233,21.318,0.147,21.32,0.132,21.29,0.108
1903,2,21.481,0.498,21.31,0.219,21.301000000000002,0.149,21.317,0.13,21.289,0.108
1903,3,21.571,0.446,21.287,0.213,21.281,0.147,21.309,0.129,21.285,0.108
1903,4,21.235,0.383,21.25,0.219,21.238,0.148,21.313,0.127,21.288,0.108
1903,5,21.117,0.501,21.191,0.206,21.216,0.148,21.324,0.128,21.28,0.109
1903,6,20.793,0.424,21.121,0.184,21.212,0.151,21.308,0.128,21.278,0.109
1903,7,20.813,0.409,21.007,0.191,21.231,0.146,21.304000000000002,0.129,21.277,0.108
1903,8,21.508,0.402,20.909,0.213,21.249,0.148,21.292,0.129,21.276,0.108
1903,9,21.163,0.347,20.797,0.239,21.240000000000002,0.151,21.274,0.13,21.273,0.108
1903,10,21.029,0.381,20.789,0.273,21.26,0.153,21.263,0.131,21.27,0.108
1903,11,20.979,0.567,20.815,0.253,21.27,0.148,21.263,0.132,21.271,0.107
1903,12,20.187,0.456,20.768,0.231,21.302,0.143,21.262,0.134,21.274,0.106
1904,1,20.203,0.571,20.781,0.211,21.334,0.142,21.264,0.137,21.277,0.106
1904,2,20.309,0.45,20.748,0.229,21.341,0.141,21.256,0.139,21.287,0.105
1904,3,20.233,0.479,20.735,0.244,21.322,0.142,21.257,0.141,21.291,0.104
1904,4,21.132,0.536,20.716,0.251,21.326,0.141,21.247,0.138,21.298000000000002,0.103
1904,5,21.429000000000002,0.427,20.779,0.249,21.287,0.141,21.252,0.137,21.307,0.102
1904,6,20.235,0.358,20.921,0.242,21.259,0.145,21.258,0.137,21.309,0.102
1904,7,20.967,0.44,21.034,0.227,21.244,0.148,21.263,0.136,21.311,0.102
1904,8,21.108,0.533,21.073,0.243,21.236,0.15,21.269000000000002,0.136,21.317,0.102
1904,9,21.013,0.349,21.171,0.248,21.216,0.149,21.262,0.137,21.324,0.103
1904,10,20.802,0.372,21.215,0.269,21.204,0.148,21.271,0.137,21.327,0.102
1904,11,21.734,0.444,21.272000000000002,0.273,21.205000000000002,0.147,21.266000000000002,0.136,21.330000000000002,0.103
1904,12,21.884,0.452,21.329,0.274,21.205000000000002,0.148,21.25,0.138,21.334,0.103
1905,1,21.56,0.391,21.318,0.261,21.21,0.15,21.253,0.138,21.337,0.102
1905,2,20.775,0.538,21.278,0.236,21.222,0.152,21.242,0.138,21.347,0.102
1905,3,21.413,0.428,21.182,0.224,21.227,0.156,21.236,0.137,21.351,0.102
1905,4,21.658,0.509,21.083000000000002,0.213,21.233,0.161,21.242,0.136,21.355,0.101
1905,5,22.118000000000002,0.38,21.049,0.204,21.219,0.159,21.253,0.134,21.355,0.101
1905,6,20.911,0.301,21.081,0.208,21.217,0.155,21.251,0.135,21.359,0.1
1905,7,20.835,0.285,21.182,0.201,21.223,0.158,21.262,0.138,21.37,0.1
1905,8,20.63,0.344,21.333000000000002,0.2,21.214,0.159,21.268,0.139,21.37,0.1
1905,9,19.863,0.329,21.236,0.204,21.19,0.162,21.28,0.139,21.375,0.101
1905,10,19.619,0.311,21.289,0.192,21.189,0.166,21.265,0.139,21.372,0.101
1905,11,21.324,0.369,21.319,0.187,21.19,0.17,21.249,0.137,21.375,0.102
1905,12,22.261,0.457,21.462,0.189,21.167,0.169,21.234,0.138,21.373,0.102
1906,1,22.774,0.37,21.572,0.199,21.164,0.168,21.23,0.139,21.37,0.102
1906,2,22.585,0.625,21.644000000000002,0.194,21.151,0.169,21.223,0.139,21.373,0.103
1906,3,20.259,0.561,21.757,0.195,21.135,0.169,21.224,0.14,21.375,0.104
1906,4,22.294,0.502,21.909,0.189,21.124,0.168,21.223,0.14,21.372,0.106
1906,5,22.471,0.353,21.843,0.179,21.139,0.166,21.219,0.14,21.379,0.106
1906,6,22.624,0.48,21.743,0.168,21.165,0.165,21.215,0.139,21.387,0.106
1906,7,22.164,0.37,21.573,0.187,21.168,0.169,21.225,0.138,21.392,0.106
1906,8,21.487000000000002,0.331,21.454,0.173,21.175,0.172,21.23,0.137,21.398,0.106
1906,9,21.219,0.352,21.456,0.195,21.189,0.174,21.222,0.138,21.404,0.107
1906,10,21.448,0.309,21.333000000000002,0.207,21.173000000000002,0.173,21.224,0.137,21.396,0.108
1906,11,20.532,0.38,21.262,0.207,21.167,0.175,21.22,0.137,21.387,0.108
1906,12,21.061,0.745,21.154,0.217,21.188,0.176,21.209,0.137,21.379,0.109
1907,1,20.729,0.561,21.104,0.219,21.181,0.173,21.212,0.139,21.376,0.11
1907,2,21.155,0.315,21.13,0.221,21.189,0.169,21.219,0.138,21.367,0.111
1907,3,20.283,0.38,21.172,0.215,21.191,0.167,21.223,0.136,21.366,0.11
1907,4,20.823,0.376,21.207,0.229,21.209,0.166,21.219,0.137,21.36,0.109
1907,5,21.618,0.335,21.233,0.225,21.2,0.164,21.221,0.136,21.355,0.108
1907,6,21.327,0.337,21.221,0.201,21.176000000000002,0.163,21.22,0.136,21.346,0.108
1907,7,21.565,0.371,21.318,0.186,21.177,0.163,21.222,0.137,21.347,0.108
1907,8,21.794,0.297,21.301000000000002,0.18,21.191,0.162,21.228,0.137,21.346,0.109
1907,9,21.729,0.391,21.29,0.178,21.175,0.157,21.232,0.138,21.345,0.109
1907,10,21.871,0.431,21.317,0.186,21.175,0.153,21.234,0.138,21.342,0.111
1907,11,20.845,0.463,21.282,0.202,21.179000000000002,0.153,21.228,0.137,21.332,0.112
1907,12,20.918,0.411,21.123,0.209,21.191,0.156,21.236,0.135,21.329,0.113
1908,1,21.884,0.479,21.044,0.213,21.207,0.162,21.232,0.135,21.324,0.113
1908,2,20.955000000000002,0.433,20.955000000000002,0.213,21.234,0.162,21.229,0.138,21.32,0.113
1908,3,20.146,0.403,20.827,0.225,21.28,0.162,21.218,0.138,21.316,0.112
1908,4,21.148,0.443,20.704,0.221,21.292,0.161,21.221,0.139,21.317,0.111
1908,5,21.199,0.459,20.788,0.205,21.283,0.156,21.21,0.141,21.324,0.111
1908,6,19.423000000000002,0.391,20.856,0.202,21.257,0.158,21.204,0.139,21.326,0.111
1908,7,20.621,0.473,20.733,0.22,21.229,0.164,21.211,0.136,21.323,0.111
1908,8,20.715,0.39,20.716,0.24,21.197,0.161,21.211,0.135,21.32,0.11
1908,9,20.193,0.297,20.793,0.257,21.208000000000002,0.163,21.208000000000002,0.134,21.318,0.11
1908,10,20.396,0.378,20.71,0.247,21.186,0.16,21.214,0.134,21.317,0.11
1908,11,21.859,0.367,20.699,0.242,21.167,0.159,21.22,0.133,21.317,0.11
1908,12,21.738,0.392,20.872,0.247,21.128,0.162,21.235,0.131,21.317,0.11
1909,1,20.408,0.594,20.866,0.241,21.117,0.16,21.247,0.131,21.323,0.11
1909,2,20.75,0.684,20.937,0.248,21.119,0.157,21.263,0.132,21.321,0.11
1909,3,21.06,0.512,21.019000000000002,0.248,21.122,0.158,21.278,0.13,21.323,0.11
1909,4,20.158,0.615,21.142,0.266,21.122,0.157,21.287,0.13,21.326,0.108
1909,5,21.068,0.363,21.087,0.279,21.152,0.156,21.293,0.129,21.331,0.107
1909,6,21.493,0.395,20.98,0.271,21.159,0.157,21.303,0.126,21.337,0.106
1909,7,20.552,0.335,21.077,0.254,21.181,0.155,21.302,0.123,21.343,0.105
1909,8,21.567,0.289,21.153,0.233,21.203,0.152,21.314,0.121,21.345,0.105
1909,9,21.182,0.296,21.102,0.214,21.229,0.147,21.321,0.119,21.342,0.105
1909,10,21.861,0.32,21.224,0.193,21.235,0.147,21.333000000000002,0.118,21.344,0.105
1909,11,21.21,0.514,21.333000000000002,0.191,21.238,0.148,21.341,0.118,21.345,0.105
1909,12,20.453,0.423,21.343,0.193,21.235,0.148,21.344,0.117,21.345,0.106
1910,1,21.567,0.453,21.446,0.2,21.233,0.147,21.338,0.117,21.343,0.106
1910,2,21.662,0.445,21.507,0.197,21.234,0.146,21.353,0.114,21.336,0.107
1910,3,20.448,0.46,21.625,0.193,21.237000000000002,0.149,21.357,0.113,21.334,0.106
1910,4,21.628,0.323,21.496,0.187,21.234,0.148,21.359,0.112,21.333000000000002,0.106
1910,5,22.374,0.332,21.464,0.176,21.238,0.147,21.351,0.112,21.333000000000002,0.105
1910,6,21.612000000000002,0.431,21.482,0.173,21.254,0.144,21.363,0.11,21.333000000000002,0.106
1910,7,21.787,0.465,21.443,0.172,21.242,0.142,21.38,0.109,21.337,0.106
1910,8,22.304000000000002,0.339,21.359,0.164,21.245,0.141,21.388,0.11,21.336,0.106
1910,9,22.587,0.229,21.402,0.173,21.246,0.139,21.41,0.111,21.338,0.106
1910,10,20.32,0.268,21.347,0.172,21.254,0.136,21.426000000000002,0.111,21.335,0.106
1910,11,20.829,0.333,21.261,0.172,21.231,0.135,21.434,0.112,21.330000000000002,0.106
1910,12,20.66,0.389,21.146,0.155,21.242,0.129,21.429000000000002,0.112,21.323,0.106
1911,1,21.099,0.538,21.125,0.13,21.259,0.124,21.419,0.113,21.32,0.106
1911,2,20.662,0.343,21.065,0.122,21.27,0.123,21.413,0.112,21.32,0.106
1911,3,20.96,0.381,20.965,0.124,21.282,0.12,21.426000000000002,0.113,21.32,0.107
1911,4,20.966,0.237,21.064,0.12,21.303,0.123,21.41,0.113,21.319,0.107
1911,5,21.34,0.255,21.188,0.131,21.301000000000002,0.125,21.41,0.113,21.324,0.106
1911,6,20.237000000000002,0.319,21.253,0.136,21.306,0.123,21.405,0.114,21.332,0.106
1911,7,21.531,0.301,21.335,0.123,21.325,0.118,21.398,0.114,21.34,0.105
1911,8,21.595,0.255,21.486,0.108,21.35,0.111,21.402,0.114,21.339,0.105
1911,9,21.381,0.267,21.56,0.11,21.367,0.107,21.409,0.114,21.336,0.106
1911,10,21.505,0.235,21.575,0.113,21.401,0.107,21.403,0.114,21.334,0.106
1911,11,22.317,0.258,21.614,0.109,21.418,0.104,21.395,0.113,21.331,0.106
1911,12,21.446,0.437,21.69,0.108,21.418,0.103,21.39,0.113,21.325,0.107
1912,1,22.081,0.451,21.684,0.117,21.423000000000002,0.102,21.389,0.112,21.323,0.107
1912,2,22.47,0.537,21.707,0.127,21.44,0.102,21.373,0.111,21.324,0.108
1912,3,21.854,0.422,21.75,0.129,21.451,0.102,21.374,0.11,21.323,0.108
1912,4,21.141000000000002,0.272,21.765,0.129,21.457,0.102,21.37,0.109,21.327,0.108
1912,5,21.808,0.281,21.66,0.125,21.481,0.1,21.356,0.109,21.325,0.109
1912,6,21.153,0.268,21.696,0.142,21.511,0.1,21.348,0.109,21.325,0.109
1912,7,21.456,0.25,21.621,0.129,21.499,0.099,21.354,0.108,21.32,0.109
1912,8,21.867,0.346,21.511,0.128,21.515,0.096,21.349,0.107,21.319,0.11
1912,9,21.895,0.239,21.373,0.139,21.538,0.097,21.347,0.109,21.319,0.11
1912,10,21.686,0.211,21.415,0.143,21.542,0.095,21.34,0.108,21.321,0.111
1912,11,21.065,0.347,21.247,0.148,21.523,0.097,21.336,0.109,21.322,0.111
1912,12,21.875,0.464,21.158,0.151,21.536,0.095,21.338,0.111,21.323,0.11
1913,1,21.174,0.455,21.173000000000002,0.15,21.553,0.093,21.328,0.109,21.322,0.11
1913,2,21.152,0.538,21.135,0.142,21.542,0.095,21.323,0.109,21.327,0.11
1913,3,20.206,0.26,21.05,0.152,21.541,0.096,21.322,0.108,21.329,0.11
1913,4,21.637,0.368,21.049,0.157,21.561,0.097,21.321,0.107,21.333000000000002,0.111
1913,5,19.801000000000002,0.43,21.104,0.158,21.584,0.1,21.323,0.107,21.338,0.111
1913,6,20.084,0.532,21.119,0.143,21.601,0.098,21.343,0.106,21.339,0.11
1913,7,21.634,0.319,21.151,0.166,21.609,0.096,21.341,0.105,21.339,0.108
1913,8,21.415,0.311,21.244,0.183,21.63,0.1,21.348,0.106,21.334,0.108
1913,9,20.868000000000002,0.332,21.399,0.179,21.643,0.102,21.361,0.105,21.333000000000002,0.107
1913,10,21.681,0.334,21.445,0.168,21.635,0.104,21.37,0.106,21.332,0.107
1913,11,21.721,0.301,21.637,0.147,21.652,0.106,21.371,0.107,21.332,0.106
1913,12,22.053,0.438,21.751,0.146,21.683,0.103,21.372,0.106,21.339,0.106
1914,1,21.561,0.473,21.69,0.142,21.679000000000002,0.103,21.382,0.103,21.341,0.106
1914,2,22.262,0.385,21.783,0.144,21.685,0.105,21.387,0.098,21.343,0.107
1914,3,22.071,0.229,21.868,0.14,21.697,0.105,21.389,0.096,21.345,0.107
1914,4,22.19,0.272,21.912,0.155,21.684,0.103,21.406,0.096,21.34,0.107
1914,5,22.105,0.357,21.989,0.166,21.638,0.104,21.411,0.095,21.343,0.107
1914,6,21.447,0.415,22.006,0.188,21.622,0.106,21.415,0.094,21.346,0.107
1914,7,20.902,0.286,21.947,0.169,21.597,0.108,21.422,0.095,21.351,0.106
1914,8,22.535,0.267,21.975,0.164,21.543,0.105,21.421,0.096,21.353,0.105
1914,9,21.885,0.423,21.954,0.161,21.519000000000002,0.105,21.422,0.095,21.358,0.104
1914,10,22.209,0.399,21.931,0.161,21.506,0.104,21.418,0.095,21.359,0.104
1914,11,22.654,0.343,21.856,0.159,21.474,0.104,21.424,0.093,21.356,0.104
1914,12,22.253,0.359,21.935,0.153,21.461,0.104,21.439,0.092,21.351,0.104
1915,1,20.848,0.33,22.095,0.146,21.475,0.103,21.433,0.092,21.345,0.105
1915,2,22.603,0.348,22.019000000000002,0.14,21.464,0.102,21.431,0.091,21.346,0.105
1915,3,21.822,0.307,22.073,0.128,21.458000000000002,0.101,21.433,0.091,21.344,0.104
1915,4,21.904,0.246,22.016000000000002,0.13,21.446,0.102,21.424,0.09,21.343,0.104
1915,5,21.208000000000002,0.348,21.979,0.129,21.434,0.104,21.414,0.089,21.34,0.104
1915,6,22.401,0.355,21.928,0.131,21.422,0.108,21.415,0.089,21.341,0.104
1915,7,22.823,0.317,21.991,0.148,21.414,0.11,21.412,0.088,21.338,0.104
1915,8,21.613,0.356,21.934,0.169,21.4,0.111,21.404,0.088,21.338,0.104
1915,9,22.534,0.431,21.927,0.173,21.398,0.11,21.396,0.087,21.339,0.104
1915,10,21.532,0.279,21.808,0.176,21.387,0.108,21.406,0.088,21.344,0.103
1915,11,22.21,0.325,21.906,0.19,21.416,0.104,21.411,0.089,21.347,0.103
1915,12,21.642,0.344,21.881,0.198,21.445,0.103,21.412,0.087,21.347,0.103
1916,1,21.595,0.375,21.752,0.197,21.423000000000002,0.103,21.411,0.086,21.34,0.104
1916,2,21.917,0.402,21.78,0.186,21.426000000000002,0.103,21.418,0.087,21.342,0.104
1916,3,21.738,0.341,21.746,0.161,21.44,0.103,21.415,0.087,21.347,0.104
1916,4,20.487000000000002,0.268,21.676000000000002,0.156,21.438,0.102,21.416,0.087,21.345,0.103
1916,5,22.383,0.342,21.457,0.156,21.441,0.102,21.43,0.087,21.336,0.103
1916,6,22.101,0.418,21.361,0.154,21.439,0.102,21.449,0.088,21.329,0.103
1916,7,21.269000000000002,0.251,21.276,0.152,21.439,0.097,21.455000000000002,0.088,21.329,0.103
1916,8,21.952,0.241,21.054000000000002,0.158,21.424,0.094,21.448,0.089,21.330000000000002,0.103
1916,9,22.126,0.3,20.942,0.167,21.411,0.095,21.45,0.089,21.332,0.103
1916,10,20.686,0.46,20.929000000000002,0.156,21.411,0.094,21.445,0.091,21.335,0.103
1916,11,19.591,0.328,20.723,0.144,21.404,0.094,21.442,0.091,21.341,0.104
1916,12,20.484,0.534,20.578,0.139,21.413,0.092,21.441,0.095,21.34,0.103
1917,1,20.582,0.591,20.667,0.127,21.421,0.095,21.434,0.094,21.342,0.103
1917,2,19.244,0.54,20.601,0.128,21.403,0.096,21.428,0.093,21.341,0.103
1917,3,20.395,0.343,20.552,0.118,21.393,0.095,21.423000000000002,0.095,21.345,0.102
1917,4,20.335,0.245,20.576,0.112,21.378,0.093,21.434,0.095,21.344,0.102
1917,5,19.911,0.269,20.642,0.114,21.367,0.092,21.43,0.095,21.34,0.103
1917,6,20.366,0.301,20.696,0.123,21.367,0.09,21.429000000000002,0.096,21.341,0.102
1917,7,22.336,0.335,20.703,0.127,21.367,0.091,21.419,0.096,21.339,0.102
1917,8,21.151,0.384,20.796,0.153,21.347,0.094,21.41,0.096,21.337,0.102
1917,9,21.54,0.285,20.768,0.148,21.327,0.091,21.407,0.097,21.337,0.102
1917,10,20.979,0.284,20.824,0.151,21.306,0.092,21.408,0.097,21.337,0.102
1917,11,20.384,0.46,20.958000000000002,0.152,21.305,0.09,21.416,0.098,21.342,0.101
1917,12,21.125,0.484,21.078,0.166,21.294,0.092,21.41,0.098,21.342,0.101
1918,1,20.67,0.468,20.913,0.169,21.27,0.095,21.411,0.098,21.339,0.101
1918,2,20.364,0.363,20.947,0.188,21.267,0.094,21.424,0.096,21.341,0.101
1918,3,20.051000000000002,0.236,20.961,0.182,21.251,0.094,21.44,0.097,21.348,0.1
1918,4,21.01,0.223,21.008,0.187,21.251,0.095,21.444,0.098,21.354,0.1
1918,5,21.52,0.307,21.138,0.175,21.238,0.098,21.466,0.096,21.353,0.1
1918,6,21.805,0.333,21.202,0.161,21.223,0.098,21.473,0.095,21.358,0.1
1918,7,20.354,0.299,21.277,0.138,21.213,0.101,21.467,0.096,21.362000000000002,0.099
1918,8,21.561,0.249,21.363,0.113,21.206,0.104,21.458000000000002,0.096,21.371,0.1
1918,9,21.706,0.256,21.463,0.116,21.188,0.107,21.457,0.096,21.383,0.099
1918,10,21.551000000000002,0.212,21.563,0.111,21.196,0.109,21.45,0.095,21.389,0.1
1918,11,21.936,0.275,21.575,0.125,21.208000000000002,0.111,21.445,0.094,21.39,0.1
1918,12,21.896,0.376,21.59,0.141,21.215,0.116,21.442,0.096,21.391000000000002,0.1
1919,1,21.573,0.277,21.679000000000002,0.166,21.231,0.113,21.435,0.095,21.395,0.099
1919,2,21.392,0.614,21.669,0.193,21.21,0.115,21.423000000000002,0.094,21.402,0.098
1919,3,21.256,0.363,21.634,0.204,21.204,0.116,21.413,0.095,21.4,0.097
1919,4,22.207,0.202,21.615000000000002,0.215,21.206,0.119,21.394000000000002,0.096,21.4,0.098
1919,5,21.658,0.38,21.619,0.23,21.246,0.12,21.393,0.098,21.399,0.098
1919,6,21.994,0.315,21.649,0.233,21.261,0.118,21.389,0.099,21.395,0.098
1919,7,21.412,0.433,21.586,0.237,21.27,0.118,21.4,0.1,21.393,0.098
1919,8,21.443,0.365,21.588,0.222,21.313,0.115,21.392,0.1,21.393,0.098
1919,9,21.294,0.368,21.538,0.216,21.327,0.118,21.394000000000002,0.099,21.391000000000002,0.098
1919,10,21.32,0.41,21.407,0.224,21.363,0.122,21.385,0.099,21.389,0.097
1919,11,21.977,0.396,21.362000000000002,0.216,21.385,0.127,21.372,0.1,21.392,0.097
1919,12,22.256,0.339,21.34,0.208,21.398,0.128,21.359,0.1,21.393,0.096
1920,1,20.824,0.447,21.341,0.202,21.362000000000002,0.13,21.352,0.103,21.392,0.097
1920,2,21.419,0.538,21.339,0.194,21.355,0.129,21.339,0.104,21.392,0.095
1920,3,20.65,0.304,21.36,0.192,21.356,0.13,21.332,0.104,21.396,0.096
1920,4,20.63,0.338,21.38,0.184,21.369,0.129,21.327,0.105,21.393,0.096
1920,5,21.125,0.215,21.335,0.184,21.398,0.134,21.328,0.105,21.39,0.096
1920,6,21.733,0.327,21.207,0.2,21.397000000000002,0.134,21.318,0.106,21.39,0.095
1920,7,21.421,0.246,21.223,0.207,21.409,0.135,21.297,0.108,21.391000000000002,0.094
1920,8,21.416,0.285,21.228,0.183,21.447,0.136,21.288,0.108,21.388,0.095
1920,9,21.55,0.27,21.228,0.195,21.482,0.136,21.267,0.108,21.384,0.095
1920,10,21.557,0.322,21.259,0.198,21.501,0.138,21.262,0.107,21.388,0.095
1920,11,21.433,0.39,21.421,0.203,21.515,0.136,21.26,0.107,21.391000000000002,0.095
1920,12,20.724,0.372,21.486,0.211,21.502,0.135,21.266000000000002,0.107,21.392,0.094
1921,1,21.022,0.551,21.558,0.192,21.51,0.135,21.262,0.108,21.391000000000002,0.094
1921,2,21.476,0.295,21.497,0.202,21.491,0.134,21.27,0.109,21.394000000000002,0.094
1921,3,20.648,0.397,21.512,0.208,21.474,0.133,21.268,0.109,21.394000000000002,0.094
1921,4,21.001,0.32,21.45,0.211,21.463,0.131,21.28,0.108,21.393,0.094
1921,5,23.066,0.287,21.496,0.199,21.449,0.13,21.263,0.109,21.393,0.094
1921,6,22.521,0.235,21.549,0.191,21.445,0.136,21.253,0.11,21.398,0.094
1921,7,22.278,0.226,21.562,0.161,21.431,0.136,21.26,0.109,21.398,0.094
1921,8,20.688,0.295,21.591,0.166,21.421,0.134,21.258,0.11,21.397000000000002,0.094
1921,9,21.726,0.293,21.638,0.167,21.415,0.132,21.255,0.109,21.398,0.094
1921,10,20.813,0.382,21.762,0.164,21.377,0.135,21.266000000000002,0.11,21.393,0.094
1921,11,21.994,0.327,21.611,0.177,21.382,0.136,21.286,0.112,21.384,0.094
1921,12,21.359,0.4,21.496,0.173,21.365000000000002,0.137,21.289,0.11,21.384,0.095
1922,1,21.172,0.322,21.319,0.177,21.379,0.136,21.295,0.11,21.388,0.095
1922,2,21.821,0.311,21.326,0.179,21.382,0.133,21.308,0.11,21.383,0.094
1922,3,21.211,0.36,21.313,0.176,21.396,0.132,21.316,0.11,21.381,0.095
1922,4,22.490000000000002,0.334,21.394000000000002,0.172,21.391000000000002,0.13,21.317,0.111,21.38,0.094
1922,5,21.261,0.313,21.402,0.183,21.377,0.132,21.324,0.111,21.38,0.094
1922,6,21.139,0.262,21.378,0.167,21.351,0.136,21.335,0.111,21.378,0.094
1922,7,20.156,0.254,21.395,0.167,21.338,0.139,21.324,0.111,21.376,0.095
1922,8,20.771,0.254,21.466,0.175,21.332,0.136,21.326,0.11,21.373,0.095
1922,9,21.573,0.298,21.545,0.177,21.337,0.135,21.327,0.111,21.37,0.095
1922,10,21.782,0.36,21.514,0.184,21.347,0.135,21.334,0.11,21.367,0.095
1922,11,22.091,0.398,21.609,0.172,21.352,0.134,21.348,0.109,21.369,0.095
1922,12,21.075,0.3,21.597,0.166,21.342,0.134,21.347,0.108,21.367,0.095
1923,1,21.366,0.341,21.652,0.154,21.323,0.134,21.35,0.107,21.367,0.095
1923,2,22.679000000000002,0.406,21.622,0.153,21.31,0.135,21.359,0.106,21.37,0.095
1923,3,22.162,0.272,21.553,0.156,21.283,0.135,21.373,0.106,21.378,0.095
1923,4,22.108,0.391,21.477,0.144,21.273,0.131,21.387,0.106,21.376,0.094
1923,5,22.401,0.303,21.392,0.133,21.281,0.129,21.383,0.106,21.383,0.094
1923,6,21.0,0.347,21.441,0.132,21.309,0.13,21.373,0.106,21.389,0.094
1923,7,20.814,0.251,21.389,0.132,21.311,0.129,21.383,0.105,21.388,0.094
1923,8,20.411,0.305,21.232,0.133,21.334,0.128,21.395,0.105,21.384,0.094
1923,9,20.743000000000002,0.314,21.125,0.135,21.348,0.128,21.405,0.104,21.386,0.094
1923,10,20.869,0.251,20.944,0.131,21.363,0.127,21.407,0.104,21.385,0.094
1923,11,21.080000000000002,0.241,20.905,0.127,21.318,0.129,21.409,0.104,21.381,0.094
1923,12,21.66,0.427,20.906,0.132,21.291,0.126,21.411,0.106,21.375,0.095
1924,1,20.742,0.273,21.023,0.137,21.288,0.127,21.409,0.106,21.375,0.094
1924,2,20.798000000000002,0.396,21.125,0.144,21.305,0.129,21.416,0.107,21.373,0.094
1924,3,20.876,0.3,21.240000000000002,0.142,21.307,0.127,21.411,0.107,21.372,0.093
1924,4,19.935,0.239,21.256,0.156,21.327,0.126,21.394000000000002,0.108,21.367,0.094
1924,5,21.933,0.324,21.26,0.17,21.327,0.128,21.387,0.109,21.367,0.094
1924,6,21.013,0.238,21.179000000000002,0.181,21.317,0.125,21.376,0.109,21.366,0.094
1924,7,22.216,0.209,21.118,0.205,21.32,0.126,21.364,0.108,21.368,0.095
1924,8,21.631,0.203,21.141000000000002,0.202,21.303,0.128,21.365000000000002,0.108,21.363,0.095
1924,9,22.128,0.264,21.15,0.188,21.305,0.129,21.36,0.108,21.363,0.096
1924,10,21.064,0.349,21.258,0.185,21.272000000000002,0.128,21.36,0.107,21.357,0.095
1924,11,21.124,0.505,21.214,0.183,21.263,0.126,21.359,0.107,21.349,0.095
1924,12,20.684,0.453,21.226,0.185,21.271,0.127,21.346,0.108,21.346,0.094
1925,1,20.02,0.563,21.065,0.196,21.286,0.126,21.35,0.108,21.348,0.094
1925,2,21.069,0.458,20.979,0.206,21.296,0.126,21.353,0.106,21.344,0.094
1925,3,20.98,0.335,20.798000000000002,0.197,21.298000000000002,0.127,21.358,0.107,21.342,0.094
1925,4,21.238,0.227,20.789,0.182,21.298000000000002,0.127,21.362000000000002,0.108,21.336,0.094
1925,5,21.408,0.308,20.854,0.187,21.297,0.124,21.366,0.108,21.335,0.093
1925,6,21.147000000000002,0.349,20.995,0.196,21.296,0.122,21.365000000000002,0.107,21.327,0.094
1925,7,20.288,0.255,21.092,0.184,21.29,0.124,21.371,0.106,21.321,0.095
1925,8,20.599,0.371,21.242,0.164,21.271,0.125,21.372,0.107,21.322,0.095
1925,9,19.961,0.231,21.282,0.169,21.264,0.124,21.371,0.107,21.317,0.094
1925,10,20.956,0.337,21.34,0.163,21.274,0.123,21.37,0.107,21.317,0.094
1925,11,21.899,0.436,21.252,0.157,21.251,0.126,21.371,0.106,21.316,0.094
1925,12,22.377,0.34,21.23,0.149,21.245,0.129,21.372,0.106,21.316,0.094
1926,1,21.178,0.306,21.38,0.161,21.257,0.132,21.371,0.107,21.317,0.093
1926,2,22.871,0.225,21.474,0.158,21.299,0.132,21.37,0.107,21.317,0.093
1926,3,21.459,0.282,21.63,0.164,21.335,0.134,21.373,0.107,21.314,0.093
1926,4,21.932,0.407,21.718,0.174,21.351,0.134,21.371,0.108,21.315,0.093
1926,5,20.36,0.273,21.725,0.189,21.37,0.137,21.357,0.109,21.311,0.093
