STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2017,,3.44,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2018,,3.46,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2019,,3.39,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2020,,3.28,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2021,,3.5,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PW,Palau,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2022,,3.41,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2016,,34.45,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2017,,33.28,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2018,,33.97,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2019,,32.67,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2020,,34.12,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2021,,35.04,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,SB,Solomon Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2022,,33.76,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2016,,23.45,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2017,,22.17,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2018,,21.39,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2019,,20.93,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2020,,20.92,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2021,,20.63,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2022,,20.14,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2016,,42.44,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2017,,42.43,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2018,,42.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2019,,43.39,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2020,,44.34,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2021,,45.83,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,TO,Tonga,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2022,,45.48,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2016,,7.24,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2017,,7.56,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2018,,7.74,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2019,,7.94,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2020,,10.65,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2021,,11.08,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2022,,11.23,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2016,,10.66,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2017,,10.53,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2018,,10.91,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2019,,11.29,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2020,,14.32,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2021,,15.28,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2022,,12.64,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2023,,8.29,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2016,,21.68,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2017,,21.37,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,VU,Vanuatu,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2018,,21.22,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2016,,69.31,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2017,,69.38,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2018,,69.5,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2019,,69.79,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2020,,69.68,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2021,,69.67,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2022,,70.01,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2016,,73.67,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2017,,73.59,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2018,,76.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2019,,75.89,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2020,,76.08,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2021,,75.64,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,NC,New Caledonia,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2022,,75.8,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2016,,21.02,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2017,,20.58,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2018,,20.06,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2019,,19.45,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2020,,19.32,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2021,,18.97,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PG,Papua New Guinea,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2022,,18.48,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2016,,12.79,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2017,,15.89,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2018,,16.32,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2019,,18.28,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2020,,20,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2021,,25.08,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,MH,Marshall Islands,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2022,,20.63,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2016,,3.22,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2017,,3.06,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2018,,2.85,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,NV_AGR_TOTL_ZS,Agriculture value added (% of GDP),2019,,2.25,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2016,,61.24,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2017,,62.43,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2018,,63.11,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2019,,63.15,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2020,,63.09,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2021,,63.1,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,WS,Samoa,SL_SRV_EMPL_ZS,Employment in services (% of total employment) (modeled ILO estimate),2022,,63.6,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2016,,14.17,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2017,,14.24,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2018,,14.25,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2019,,14.08,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2020,,14.04,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2021,,14.22,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,FJ,Fiji,SL_IND_EMPL_ZS,Employment in industry (% of total employment) (modeled ILO estimate),2022,,14.24,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2016,,2.42,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2017,,2.33,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2018,,2.26,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2019,,2.19,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2020,,2.17,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2021,,2.16,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,PF,French Polynesia,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2022,,2.11,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,GU,Guam,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2016,,0.26,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,GU,Guam,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2017,,0.25,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,GU,Guam,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2018,,0.25,,,,,,,,,,,
DATAFLOW,SPC:DF_WBWDI(1.0),Selection of World Bank World Development Indicators (WB WDI) for Pacific Island Countries and Territories,I,A,Annual,GU,Guam,SL_AGR_EMPL_ZS,Employment in agriculture (% of total employment) (modeled ILO estimate),2019,,0.24,,,,,,,,,,,
